Wall time,Step,Value
1670917871.3044393,16392,12.609089851379395
1670917911.10569,16427,12.248464584350586
1670918258.9822462,16731,14.400562286376953
1670918377.2701597,16834,16.29019546508789
1670918413.8294823,16866,11.710277557373047
1670918429.8416424,16880,11.161367416381836
1670918433.2770011,16883,11.074583053588867
1670918460.7502627,16907,19.50738525390625
1670918506.3865752,16947,16.957544326782227
1670918704.9518397,17120,9.453453063964844
1670918711.819411,17126,9.817916870117188
1670918712.956627,17127,11.244024276733398
1670918868.0153537,17263,9.842376708984375
1670919017.4928412,17394,7.442023754119873
1670919059.6034093,17431,16.545875549316406
1670919211.1214514,17563,13.266193389892578
1670919289.6011176,17632,10.511513710021973
1670919353.3984008,17688,15.994714736938477
1670919363.6707559,17697,14.81052303314209
1670919402.3786159,17731,12.622530937194824
1670919575.3017027,17881,9.84467887878418
1670919716.3115969,18005,16.74598503112793
1670919848.160845,18121,10.806641578674316
1670919857.2400463,18129,11.683269500732422
1670919861.7611463,18133,12.450953483581543
1670919866.2972705,18137,11.774106979370117
1670920172.435216,18405,16.904701232910156
1670920244.1348314,18468,10.198440551757812
1670920258.8854818,18481,9.047052383422852
1670920269.167923,18490,8.836246490478516
1670920305.5514686,18522,11.180180549621582
1670920576.6258845,18759,12.974980354309082
1670920583.4488468,18765,9.086063385009766
1670920600.7299306,18780,11.148923873901367
1670920617.966143,18795,10.025571823120117
1670920744.6031544,18904,12.806051254272461
1670920978.57742,19109,17.601959228515625
1670920983.1442363,19113,12.50842571258545
1670921092.4652736,19209,14.079784393310547
1670921219.392754,19319,11.877302169799805
1670921285.5629718,19377,10.676451683044434
1670921318.7099092,19406,7.492179870605469
1670921334.6623929,19420,10.237878799438477
1670921423.8403642,19498,8.11112117767334
1670921427.275268,19501,11.265580177307129
1670921478.6617408,19546,10.688815116882324
1670921559.5561407,19617,10.115020751953125
1670921815.522263,19841,13.802326202392578
1670921838.2416625,19861,13.688273429870605
1670921876.9636276,19895,9.967957496643066
1670921907.8570628,19922,14.460705757141113
1670921996.0721662,19999,11.554033279418945
1670922413.2984183,20362,12.079193115234375
1670922449.7102218,20394,11.152790069580078
1670922459.9641907,20403,13.242980003356934
1670922481.6102002,20422,11.328507423400879
1670922502.0585213,20440,15.029841423034668
1670922562.3758106,20493,13.459017753601074
1670922659.1386228,20578,12.51643180847168
1670922662.5829241,20581,10.244434356689453
1670922705.8783915,20618,11.953449249267578
1670922737.8931243,20646,13.819636344909668
1670922758.3982854,20664,11.65914249420166
1670922760.668151,20666,16.005935668945312
1670922868.1547616,20760,9.779765129089355
1670922960.638664,20841,8.700840950012207
1670923086.1601198,20951,10.997126579284668
1670923105.5819016,20968,13.624739646911621
1670923118.123342,20979,13.229283332824707
1670923142.1846662,21000,11.468389511108398
1670923185.6525767,21036,14.364665985107422
1670923203.8818922,21052,12.732050895690918
1670923292.2421908,21129,13.724699974060059
1670923411.0890849,21233,15.528960227966309
1670923450.3345156,21267,16.03694725036621
1670923500.3528323,21311,11.191333770751953
1670923590.2097607,21390,11.884652137756348
1670923810.3381517,21582,10.030296325683594
1670923828.5484362,21598,8.981788635253906
1670923917.546955,21676,6.664797306060791
1670923919.831012,21678,16.35898208618164
1670924359.6405756,22063,11.74712085723877
1670924454.2004182,22146,8.27225112915039
1670924472.478115,22162,11.603555679321289
1670924640.801874,22307,12.602707862854004
1670924724.176708,22380,12.453529357910156
1670924766.440837,22417,9.344950675964355
1670925093.0513954,22702,11.839920997619629
1670925154.665886,22756,14.142969131469727
1670925183.2449822,22781,14.204935073852539
1670925342.7832012,22921,20.46526336669922
1670925515.7057438,23071,10.066889762878418
1670925541.955845,23094,8.200289726257324
1670925555.6275184,23106,10.527179718017578
1670925811.3611026,23330,12.499199867248535
1670925901.4105244,23406,12.258264541625977
1670925902.5626817,23407,14.51516056060791
1670926008.6910343,23500,9.155110359191895
1670926110.41863,23589,7.497714996337891
1670926112.6887221,23591,10.070629119873047
1670926174.8501282,23645,15.051767349243164
1670926178.2708986,23648,9.259024620056152
1670926661.596117,24070,10.192245483398438
1670927015.038295,24378,9.35457992553711
1670927119.3684342,24469,5.9853901863098145
1670927123.9296083,24473,9.24960708618164
1670927145.4777539,24492,7.573518753051758
1670927277.0983782,24606,8.65127944946289
1670927388.6677809,24704,10.833268165588379
1670927404.5941765,24718,13.670376777648926
1670927450.1976597,24758,14.77004337310791
1670927529.902179,24828,11.015810012817383
1670927547.0481758,24843,8.785049438476562
1670927583.4703703,24875,7.350706100463867
1670927591.4232497,24882,14.867379188537598
1670927655.0974958,24938,8.28219223022461
1670927717.0350568,24991,12.503785133361816
1670927787.648559,25053,12.02842903137207
1670927854.7773657,25112,11.911117553710938
1670928010.4755294,25249,8.531524658203125
1670928181.54972,25398,11.21446704864502
1670928234.1254869,25444,13.807650566101074
1670928469.4691796,25649,10.816156387329102
1670928531.3246882,25703,15.06960391998291
1670928542.7176945,25713,11.391450881958008
1670928544.977982,25715,13.108059883117676
1670928594.4608197,25757,10.021673202514648
1670928777.1069908,25917,7.850576400756836
1670928790.8251348,25929,19.889385223388672
1670928993.298032,26106,11.062561988830566
1670929048.3377655,26153,10.807165145874023
1670929174.0624766,26263,11.880383491516113
1670929219.6832392,26303,11.544967651367188
1670929304.326815,26377,13.195889472961426
1670929354.6110778,26421,11.938520431518555
1670929614.4275718,26646,9.657550811767578
1670929668.9282038,26693,9.465438842773438
1670929737.6437187,26753,6.703490257263184
1670929809.2385135,26815,9.38892936706543
1670929810.372129,26816,14.683096885681152
1670929986.4665012,26970,9.902777671813965
1670930036.7846785,27014,9.959846496582031
1670930053.880812,27029,12.838234901428223
1670930141.1556907,27104,7.625722885131836
1670930162.8690045,27123,10.353362083435059
1670930182.2486372,27140,14.061624526977539
1670930374.117182,27308,7.180417537689209
1670930441.6534328,27367,7.014510631561279
1670930531.079542,27445,10.33254337310791
1670930541.3533688,27454,16.03175163269043
1670930619.4499214,27521,13.744293212890625
1670930637.817651,27537,10.537714958190918
1670930739.7266872,27626,7.872044086456299
1670930768.3787036,27651,8.073724746704102
1670930933.2747436,27792,10.596217155456543
1670930980.129694,27833,11.717371940612793
1670931049.8664515,27894,9.722238540649414
1670931178.466523,28006,6.895655632019043
1670931223.2558084,28045,10.991071701049805
1670931288.6521134,28102,9.458182334899902
1670931589.4800558,28363,10.206440925598145
1670931691.5899563,28452,12.80105972290039
1670931700.775869,28460,18.820255279541016
1670931763.8843791,28515,10.913131713867188
1670931878.2593184,28615,10.320263862609863
1670932085.4847238,28794,10.976446151733398
1670932154.405814,28854,19.556467056274414
1670932186.5675764,28882,9.170361518859863
1670932292.5443075,28972,14.560308456420898
1670932306.349178,28984,10.994978904724121
1670932469.0895545,29126,13.46369743347168
1670932622.495138,29259,19.496158599853516
1670932680.9170573,29310,7.76352071762085
1670932788.580729,29404,11.672439575195312
1670932819.4729953,29431,16.47286033630371
1670932886.9734466,29490,9.543488502502441
1670932974.4068782,29565,12.02847671508789
1670933037.2115545,29620,16.108285903930664
1670933055.579605,29636,13.346668243408203
1670933095.6149242,29671,9.852453231811523
1670933102.5209339,29677,13.524002075195312
1670933225.2331903,29784,8.103647232055664
1670933279.210989,29831,16.62791633605957
1670933298.648009,29848,6.965007781982422
1670933328.3916411,29874,8.807638168334961
1670933444.4069564,29974,11.067037582397461
1670933473.4016414,29999,10.302734375
1670933537.5913043,30055,8.330513000488281
1670933551.4042618,30067,11.678305625915527
1670933566.26016,30080,9.180814743041992
1670933769.3646054,30256,13.678915977478027
1670933773.9512768,30260,7.259562015533447
1670933819.7029395,30300,8.55439567565918
1670933857.454636,30333,9.363211631774902
1670933875.7724814,30349,12.36415958404541
1670934281.8820558,30703,9.151045799255371
1670934336.7775137,30751,12.139735221862793
1670934497.8925035,30892,9.068891525268555
1670934528.848161,30919,8.589269638061523
1670934574.542815,30959,11.448995590209961
1670934583.725066,30967,7.459162712097168
1670934630.0099008,31006,10.024022102355957
1670934903.787597,31244,11.371954917907715
1670934984.1738012,31314,12.181715965270996
1670935054.8063521,31376,14.255565643310547
1670935093.5751042,31410,12.607447624206543
1670935161.0816517,31469,10.590470314025879
1670935321.3665292,31607,8.812583923339844
1670935346.591046,31629,8.919279098510742
1670935382.1729453,31660,11.50416374206543
1670935423.4941983,31696,8.118684768676758
1670935428.0792215,31700,10.7221097946167
1670935437.281836,31708,11.909579277038574
1670935660.0062912,31902,9.974151611328125
1670935679.1390927,31918,12.183403968811035
1670935695.1433794,31932,10.718962669372559
1670935719.1297486,31953,9.863947868347168
1670935745.4077694,31976,10.190215110778809
1670935788.9337804,32014,10.511859893798828
1670935972.2558365,32173,6.559487819671631
1670936065.1608167,32254,12.60993766784668
1670936356.4582074,32507,11.271639823913574
1670936372.5195575,32521,12.079751014709473
1670936427.471051,32569,11.668376922607422
1670936481.152627,32616,11.011469841003418
1670936629.9838147,32746,7.036416530609131
1670936704.4890563,32811,10.320257186889648
1670936719.374035,32824,8.769950866699219
1670936720.5245311,32825,11.754997253417969
1670936810.2675323,32902,9.580901145935059
1670936883.5685048,32966,7.552440643310547
1670936936.246867,33012,10.555293083190918
1670937244.772152,33279,9.336100578308105
1670937392.6574748,33408,11.668233871459961
1670937413.3144772,33426,7.958375930786133
1670937430.5274785,33441,10.837373733520508
1670937728.8784063,33701,6.780076503753662
1670937738.018977,33709,13.45538330078125
1670937845.8155842,33803,10.063446998596191
1670937910.0577486,33859,13.091737747192383
1670937915.789824,33864,10.168354988098145
1670937918.1051424,33866,11.072352409362793
1670937941.51861,33886,7.970468044281006
1670938097.3277748,34021,13.029375076293945
1670938175.2814825,34089,8.81129264831543
1670938195.9123142,34107,10.76239013671875
1670938298.7824438,34197,12.931435585021973
1670938388.971488,34276,9.441125869750977
1670938395.303053,34281,9.052608489990234
1670938491.2489111,34364,7.414686679840088
1670938605.8150487,34464,13.063136100769043
1670938618.347508,34475,8.011063575744629
1670938645.843659,34499,8.370965957641602
1670938789.4683244,34623,11.681610107421875
1670938924.6840527,34741,12.408710479736328
1670939080.3777683,34877,13.422586441040039
1670939116.9195056,34909,9.700630187988281
1670939143.2981014,34931,11.056644439697266
1670939151.6366677,34938,15.534706115722656
1670939161.9532967,34947,9.166579246520996
1670939164.268483,34949,12.76601791381836
1670939166.5664086,34951,14.36684513092041
1670939184.8878062,34967,11.846190452575684
1670939275.3587801,35046,7.003687381744385
1670939353.2524297,35114,11.924750328063965
1670939382.959585,35140,10.072461128234863
1670939420.6720855,35173,9.386177062988281
1670939470.921365,35217,9.28986644744873
1670939655.2915242,35377,11.07502555847168
1670939754.998427,35464,8.768106460571289
1670939769.8163908,35477,8.708962440490723
1670939825.9056728,35526,12.691365242004395
1670939854.5728655,35551,10.000116348266602
1670939888.2742188,35579,8.644614219665527
1670939952.4865422,35635,10.015327453613281
1670940031.6666532,35704,13.852100372314453
1670940100.3197882,35764,8.828095436096191
1670940227.6831958,35874,8.99637508392334
1670940272.4106598,35913,10.541431427001953
1670940312.515262,35948,8.441568374633789
1670940381.2659433,36008,10.586479187011719
1670940534.982534,36142,9.31292724609375
1670940585.4599617,36186,11.939659118652344
1670940947.4349093,36501,14.606534004211426
1670941056.537981,36596,14.322131156921387
1670941076.6293082,36612,13.017807960510254
1670941098.402611,36631,10.445841789245605
1670941161.6498163,36686,10.917073249816895
1670941170.8484497,36694,14.261490821838379
1670941212.1778514,36730,14.327406883239746
1670941391.4343214,36886,10.965394020080566
1670941393.993558,36888,9.72256851196289
1670941397.4301307,36891,10.4882230758667
1670941412.021726,36903,7.334039688110352
1670941428.0282211,36917,14.422439575195312
1670941450.903408,36937,12.39647102355957
1670941518.3580172,36996,10.956475257873535
1670941597.3623466,37065,11.773849487304688
1670941613.3663564,37079,8.474154472351074
1670941655.7420728,37116,6.7217278480529785
1670941731.1905475,37182,13.445589065551758
1670941756.375702,37204,9.607415199279785
1670941944.2199972,37367,11.500744819641113
1670942093.949052,37498,11.828088760375977
1670942181.0265079,37574,10.030646324157715
1670942223.450851,37611,9.420422554016113
1670942264.6299958,37647,15.445919036865234
1670942295.690055,37674,7.633508205413818
1670942383.2387254,37749,9.054780960083008
1670942445.4160726,37803,10.059427261352539
1670942451.1838884,37808,9.304512023925781
1670942600.3436956,37937,11.464679718017578
1670942650.8182123,37981,14.701736450195312
1670942874.2151175,38176,8.06946849822998
1670943116.210509,38386,9.754590034484863
1670943117.356545,38387,15.52720832824707
1670943141.3243845,38408,10.165264129638672
1670943231.5792692,38487,11.727088928222656
1670943267.0551715,38518,14.99010181427002
1670943318.6073744,38563,10.488361358642578
1670943597.4276793,38805,8.356945037841797
1670943636.3400366,38839,11.312788009643555
1670943683.3982203,38880,12.579867362976074
1670943705.9808483,38898,7.0943732261657715
1670943852.0638676,39025,9.808530807495117
1670944096.2831864,39238,6.766422748565674
1670944341.796292,39451,11.538740158081055
1670944371.5452065,39477,12.5358304977417
1670944456.3577123,39551,9.570768356323242
1670944498.8481328,39588,10.141429901123047
1670944513.7424846,39601,9.383481979370117
1670944642.3796382,39712,9.348786354064941
1670944755.6117797,39811,10.980475425720215
1670944913.856915,39949,7.0402326583862305
1670944978.0428746,40003,7.609902858734131
1670945008.9586644,40030,14.722638130187988
1670945031.8480084,40050,10.441123962402344
1670945100.567096,40110,9.11063289642334
1670945173.9728425,40174,6.374518394470215
1670945175.129308,40175,9.468254089355469
1670945196.902657,40194,7.69586706161499
1670945246.736164,40236,12.453994750976562
1670945261.6570551,40249,9.375576972961426
1670945302.9878829,40285,11.664860725402832
1670945350.2642777,40326,10.174184799194336
1670945357.191457,40332,14.895864486694336
1670945453.6634455,40416,8.747004508972168
1670945574.9889767,40522,13.291565895080566
1670945595.6150327,40540,6.600136756896973
1670945656.6596842,40593,9.168051719665527
1670945684.088452,40617,7.518998146057129
1670945885.6233344,40793,12.671339988708496
1670945894.8072991,40801,11.540329933166504
1670945949.8590405,40849,9.578736305236816
1670945988.8661647,40883,11.452037811279297
1670946033.6165462,40921,13.034771919250488
1670946057.7385156,40942,11.014232635498047
1670946173.6947563,41043,10.340758323669434
1670946204.609402,41070,8.838441848754883
1670946208.027615,41073,19.55399513244629
1670946212.6204224,41077,8.219741821289062
1670946277.2262104,41132,14.526641845703125
1670946278.3524902,41133,8.464349746704102
1670946427.6212873,41263,11.286760330200195
1670946459.6569774,41291,14.22778606414795
1670946554.8739717,41374,12.887929916381836
1670946668.4205449,41473,7.849594593048096
1670946741.8569283,41536,6.773803234100342
1670946748.0054836,41541,6.284181594848633
1670946776.6701484,41566,11.040239334106445
1670946784.6648278,41573,14.668280601501465
1670946801.8222005,41588,8.62065315246582
1670946804.090978,41590,5.84958553314209
1670946826.9928994,41610,11.232067108154297
1670946877.3524365,41654,13.181622505187988
1670946893.3422964,41668,13.061582565307617
1670947012.549574,41772,9.29137134552002
1670947172.6190145,41912,8.927199363708496
1670947238.166653,41968,10.70914363861084
1670947288.547102,42012,12.226346015930176
1670947333.2518077,42051,13.78394889831543
1670947410.2950006,42118,12.829020500183105
1670947421.7337666,42128,13.76756763458252
1670947425.1671407,42131,10.963969230651855
1670947695.4534879,42365,8.617594718933105
1670947770.0559053,42430,8.663841247558594
1670947806.8109968,42461,8.779123306274414
1670947892.470359,42535,11.900765419006348
1670948105.7648034,42721,8.621635437011719
1670948249.1139925,42846,10.602079391479492
1670948259.4367564,42855,10.579858779907227
1670948276.8112056,42869,10.656268119812012
1670948297.7541046,42887,9.468940734863281
1670948312.6652353,42900,7.492330551147461
1670948371.1026235,42951,11.185351371765137
1670948396.361112,42973,13.946555137634277
1670948585.600124,43138,11.753608703613281
1670948693.484906,43231,8.044265747070312
1670948696.9055257,43234,8.677521705627441
1670948768.4307368,43296,7.5970778465271
1670949009.015989,43504,8.976097106933594
1670949066.3483896,43554,12.975836753845215
1670949131.632459,43611,9.132953643798828
1670949321.805173,43777,9.200180053710938
1670949439.7810318,43880,15.285102844238281
1670949784.5895395,44180,9.478042602539062
1670949872.240633,44255,12.763864517211914
1670949904.3476765,44283,8.586158752441406
1670949980.2298315,44349,9.118158340454102
1670949996.2682195,44363,8.488150596618652
1670950053.440254,44413,7.816649913787842
1670950113.4610035,44463,10.072510719299316
1670950123.8090646,44472,12.644621849060059
1670950137.5784388,44484,10.592022895812988
1670950181.2027612,44522,10.655570030212402
1670950298.1828814,44624,13.987095832824707
1670950397.8277526,44711,9.723237037658691
1670950412.7254357,44724,7.104360103607178
1670950419.602241,44730,8.677393913269043
1670950420.7477794,44731,9.479629516601562
1670950455.115374,44761,12.553145408630371
1670950703.4489546,44976,10.618064880371094
1670950747.2021372,45014,8.359414100646973
1670950782.847525,45045,13.748468399047852
1670950805.8062053,45065,11.119597434997559
1670951174.4343085,45385,9.351841926574707
1670951222.7306967,45427,9.818325996398926
1670951341.1408548,45530,12.78447437286377
1670951388.3574462,45571,8.275554656982422
1670951443.8923223,45618,11.22822093963623
1670951603.5026793,45757,10.25556755065918
1670951839.720615,45963,9.801410675048828
1670951853.477604,45975,10.0610990524292
1670951884.751485,46001,13.824305534362793
1670952197.0219898,46274,11.877961158752441
1670952390.0888696,46441,6.316410064697266
1670952448.6096559,46492,7.937605857849121
1670952462.397933,46504,10.49461841583252
1670952584.0210698,46610,8.532859802246094
1670952715.6437721,46722,10.636324882507324
1670952889.8358388,46874,6.867056846618652
1670952908.1487765,46890,8.951345443725586
1670952931.009237,46910,5.892439365386963
1670953047.9860117,47012,11.42760181427002
1670953053.7101274,47017,9.005843162536621
1670953071.3666332,47032,8.386700630187988
1670953074.9985223,47035,11.303485870361328
